train_acc,train_loss,val_acc,val_loss
0.009452631578947369,4.608608,0.0104,4.6067023
0.00976842105263158,4.606435,0.0092,4.6064363
0.009410526315789473,4.6061735,0.0084,4.606849
0.008736842105263157,4.6060214,0.0076,4.606721
